nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21441,FR*SOD*S*OTHR*214*4*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21441,FR*SOD*E*OTHR*214*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21411,FR*SOD*S*OTHR*214*1*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21411,FR*SOD*E*OTHR*214*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21421,FR*SOD*S*OTHR*214*2*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21421,FR*SOD*E*OTHR*214*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21441,FR*SOD*S*OTHR*214*4*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21441,FR*SOD*E*OTHR*214*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21431,FR*SOD*S*OTHR*214*3*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21431,FR*SOD*E*OTHR*214*3*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21421,FR*SOD*S*OTHR*214*2*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21421,FR*SOD*E*OTHR*214*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21431,FR*SOD*S*OTHR*214*3*_*_,SUPER U - MONDOUBLEAU,Voirie,11 Clos Renoir 41170 Mondoubleau,41170,"[47.981909,0.907804]",4,FROTHEOTHR21431,FR*SOD*E*OTHR*214*3*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21621,FR*SOD*S*OTHR*216*2*_*_,SUPER U - CORBELIN,Voirie,540 Avenue des frères J&M Guiguet 38630 Corbelin,38630,"[45.608597,5.535893]",2,FROTHEOTHR21621,FR*SOD*E*OTHR*216*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21621,FR*SOD*S*OTHR*216*2*_*_,SUPER U - CORBELIN,Voirie,540 Avenue des frères J&M Guiguet 38630 Corbelin,38630,"[45.608597,5.535893]",2,FROTHEOTHR21621,FR*SOD*E*OTHR*216*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21611,FR*SOD*S*OTHR*216*1*_*_,SUPER U - CORBELIN,Voirie,540 Avenue des frères J&M Guiguet 38630 Corbelin,38630,"[45.608597,5.535893]",2,FROTHEOTHR21611,FR*SOD*E*OTHR*216*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR21611,FR*SOD*S*OTHR*216*1*_*_,SUPER U - CORBELIN,Voirie,540 Avenue des frères J&M Guiguet 38630 Corbelin,38630,"[45.608597,5.535893]",2,FROTHEOTHR21611,FR*SOD*E*OTHR*216*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22911,FR*SOD*S*OTHR*229*1*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22911,FR*SOD*E*OTHR*229*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22911,FR*SOD*S*OTHR*229*1*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22911,FR*SOD*E*OTHR*229*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22921,FR*SOD*S*OTHR*229*2*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22921,FR*SOD*E*OTHR*229*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22931,FR*SOD*S*OTHR*229*3*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22931,FR*SOD*E*OTHR*229*3*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22931,FR*SOD*S*OTHR*229*3*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22931,FR*SOD*E*OTHR*229*3*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22941,FR*SOD*S*OTHR*229*4*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22941,FR*SOD*E*OTHR*229*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22921,FR*SOD*S*OTHR*229*2*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22921,FR*SOD*E*OTHR*229*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR22941,FR*SOD*S*OTHR*229*4*_*_,SUPER U - HAZEBROUCK ,Voirie,90 Rue Notre Dame 59190 Hazebrouck,59190,"[50.730675,2.544240]",4,FROTHEOTHR22941,FR*SOD*E*OTHR*229*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23031,FR*SOD*S*OTHR*230*3*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23031,FR*SOD*E*OTHR*230*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR230101,FR*SOD*S*OTHR*230*10*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR230101,FR*SOD*E*OTHR*230*10*1*_,50,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23071,FR*SOD*S*OTHR*230*7*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23071,FR*SOD*E*OTHR*230*7*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23061,FR*SOD*S*OTHR*230*6*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23061,FR*SOD*E*OTHR*230*6*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR230102,FR*SOD*S*OTHR*230*10*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR230102,FR*SOD*E*OTHR*230*10*2*_,43,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23091,FR*SOD*S*OTHR*230*9*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23091,FR*SOD*E*OTHR*230*9*1*_,50,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23051,FR*SOD*S*OTHR*230*5*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23051,FR*SOD*E*OTHR*230*5*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23021,FR*SOD*S*OTHR*230*2*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23021,FR*SOD*E*OTHR*230*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23041,FR*SOD*S*OTHR*230*4*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23041,FR*SOD*E*OTHR*230*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23081,FR*SOD*S*OTHR*230*8*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23081,FR*SOD*E*OTHR*230*8*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR230101,FR*SOD*S*OTHR*230*10*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR230101,FR*SOD*E*OTHR*230*10*1*_,50,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23041,FR*SOD*S*OTHR*230*4*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23041,FR*SOD*E*OTHR*230*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23081,FR*SOD*S*OTHR*230*8*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23081,FR*SOD*E*OTHR*230*8*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23091,FR*SOD*S*OTHR*230*9*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23091,FR*SOD*E*OTHR*230*9*1*_,50,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23021,FR*SOD*S*OTHR*230*2*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23021,FR*SOD*E*OTHR*230*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23051,FR*SOD*S*OTHR*230*5*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23051,FR*SOD*E*OTHR*230*5*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23031,FR*SOD*S*OTHR*230*3*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23031,FR*SOD*E*OTHR*230*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23011,FR*SOD*S*OTHR*230*1*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23011,FR*SOD*E*OTHR*230*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23071,FR*SOD*S*OTHR*230*7*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23071,FR*SOD*E*OTHR*230*7*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23011,FR*SOD*S*OTHR*230*1*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23011,FR*SOD*E*OTHR*230*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23092,FR*SOD*S*OTHR*230*9*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23092,FR*SOD*E*OTHR*230*9*2*_,43,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-26,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23061,FR*SOD*S*OTHR*230*6*_*_,SUPER U - NIEPPE ,Voirie,398 Ruelle du Bailly 59850 Nieppe,59850,"[50.685918,2.841883]",12,FROTHEOTHR23061,FR*SOD*E*OTHR*230*6*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23221,FR*SOD*S*OTHR*232*2*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23221,FR*SOD*E*OTHR*232*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23211,FR*SOD*S*OTHR*232*1*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23211,FR*SOD*E*OTHR*232*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23261,FR*SOD*S*OTHR*232*6*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23261,FR*SOD*E*OTHR*232*6*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23251,FR*SOD*S*OTHR*232*5*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23251,FR*SOD*E*OTHR*232*5*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23241,FR*SOD*S*OTHR*232*4*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23241,FR*SOD*E*OTHR*232*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23251,FR*SOD*S*OTHR*232*5*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23251,FR*SOD*E*OTHR*232*5*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23231,FR*SOD*S*OTHR*232*3*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23231,FR*SOD*E*OTHR*232*3*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
SYSTÈME U,,,Sodetrel,sav@izivia.com,0972668001,SYSTÈME U,FROTHPOTHR23281,FR*SOD*S*OTHR*232*8*_*_,HYPER U  - COMBOURG,Voirie,3 Avenue de la Liberation 35270 Combourg,35270,"[48.412573,-1.745506]",8,FROTHEOTHR23281,FR*SOD*E*OTHR*232*8*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-09-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
